Season,Episode,Name
Season 4,Episode 8,sansa stark
Season 4,Episode 8,lady anya
Season 4,Episode 8,sansa stark
Season 4,Episode 8,lord royce
Season 4,Episode 8,sansa stark
Season 4,Episode 8,ser vance
Season 4,Episode 8,lord royce
Season 4,Episode 8,lady anya
Season 4,Episode 8,sansa stark
Season 4,Episode 8,lord royce
Season 4,Episode 8,sansa stark
Season 4,Episode 8,lady anya
Season 4,Episode 8,lord royce
Season 4,Episode 8,lady anya
Season 4,Episode 8,lord royce
Season 4,Episode 8,petyr
Season 4,Episode 8,lady anya
Season 4,Episode 8,petyr
Season 4,Episode 8,lord royce
Season 4,Episode 8,petyr
Season 4,Episode 8,lord royce
Season 4,Episode 8,petyr
Season 4,Episode 8,lady anya
Season 4,Episode 8,petyr
Season 4,Episode 8,lady anya
Season 4,Episode 8,petyr
Season 4,Episode 8,lady anya
Season 4,Episode 8,petyr
Season 4,Episode 8,lord royce
Season 4,Episode 8,petyr
Season 4,Episode 8,boy
Season 4,Episode 8,ser barristan
Season 4,Episode 8,ser jorah
Season 4,Episode 8,ser barristan
Season 4,Episode 8,ser jorah
Season 4,Episode 8,ser barristan
Season 4,Episode 8,ser jorah
Season 4,Episode 8,ser barristan
Season 4,Episode 8,ser jorah
Season 4,Episode 8,ser barristan
Season 4,Episode 8,ser jorah
Season 4,Episode 8,ser barristan
Season 4,Episode 8,ser jorah
Season 4,Episode 8,ser barristan
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ser jorah
Season 4,Episode 8,daenerys targaryen
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,lord bolton
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,roose
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,roose
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,ramsay bolton
Season 4,Episode 8,sansa stark
Season 4,Episode 8,petyr
Season 4,Episode 8,sansa stark
Season 4,Episode 8,petyr
Season 4,Episode 8,sansa stark
Season 4,Episode 8,petyr
Season 4,Episode 8,sansa stark
Season 4,Episode 8,petyr
Season 4,Episode 8,sansa stark
Season 4,Episode 8,petyr
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,arya stark
Season 4,Episode 8,guard
Season 4,Episode 8,sandor clegane
Season 4,Episode 8,guard
Season 4,Episode 8,robin
Season 4,Episode 8,petyr
Season 4,Episode 8,robin
Season 4,Episode 8,petyr
Season 4,Episode 8,sansa stark
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,together
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,jaime lannister
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,ellaria
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,ellaria
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,tyrion lannister
Season 4,Episode 8,pycell
Season 4,Episode 8,ellaria
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,mountain
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,oberyn martell
Season 4,Episode 8,mountain
Season 4,Episode 8,tywin lannister
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,tormund
Season 4,Episode 9,ygritte
Season 4,Episode 9,tormund
Season 4,Episode 9,ygritte
Season 4,Episode 9,tormund
Season 4,Episode 9,ygritte
Season 4,Episode 9,styr
Season 4,Episode 9,ygritte
Season 4,Episode 9,styr
Season 4,Episode 9,ygritte
Season 4,Episode 9,styr
Season 4,Episode 9,ygritte
Season 4,Episode 9,styr
Season 4,Episode 9,ygritte
Season 4,Episode 9,styr
Season 4,Episode 9,ygritte
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,sam
Season 4,Episode 9,aemon
Season 4,Episode 9,pyp
Season 4,Episode 9,gilly
Season 4,Episode 9,pyp
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,alliser
Season 4,Episode 9,thenn warg
Season 4,Episode 9,janos
Season 4,Episode 9,jon snow
Season 4,Episode 9,alliser
Season 4,Episode 9,jon snow
Season 4,Episode 9,alliser
Season 4,Episode 9,jon snow
Season 4,Episode 9,alliser
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,gilly
Season 4,Episode 9,sam
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,ygritte
Season 4,Episode 9,styr
Season 4,Episode 9,ygritte
Season 4,Episode 9,tormund
Season 4,Episode 9,tormund
Season 4,Episode 9,alliser
Season 4,Episode 9,alliser
Season 4,Episode 9,nights watch
Season 4,Episode 9,alliser
Season 4,Episode 9,alliser
Season 4,Episode 9,alliser
Season 4,Episode 9,member
Season 4,Episode 9,janos
Season 4,Episode 9,alliser
Season 4,Episode 9,janos
Season 4,Episode 9,alliser
Season 4,Episode 9,janos
Season 4,Episode 9,alliser
Season 4,Episode 9,janos
Season 4,Episode 9,tormund
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,alliser
Season 4,Episode 9,nights watch
Season 4,Episode 9,alliser
Season 4,Episode 9,alliser
Season 4,Episode 9,alliser
Season 4,Episode 9,janos
Season 4,Episode 9,jon snow
Season 4,Episode 9,janos
Season 4,Episode 9,jon snow
Season 4,Episode 9,janos
Season 4,Episode 9,grenn
Season 4,Episode 9,janos
Season 4,Episode 9,jon snow
Season 4,Episode 9,jon snow
Season 4,Episode 9,grenn
Season 4,Episode 9,jon snow
Season 4,Episode 9,ed
Season 4,Episode 9,jon snow
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,pyp
Season 4,Episode 9,sam
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,ed
Season 4,Episode 9,jon snow
Season 4,Episode 9,grenn
Season 4,Episode 9,jon snow
Season 4,Episode 9,grenn
Season 4,Episode 9,jon snow
Season 4,Episode 9,ed
Season 4,Episode 9,alliser
Season 4,Episode 9,alliser
Season 4,Episode 9,sam
Season 4,Episode 9,grenn
Season 4,Episode 9,sam
Season 4,Episode 9,grenn
Season 4,Episode 9,sam
Season 4,Episode 9,sam
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,jon snow
Season 4,Episode 9,ed
Season 4,Episode 9,donnel
Season 4,Episode 9,cooper
Season 4,Episode 9,grenn
Season 4,Episode 9,donnel
Season 4,Episode 9,grenn
Season 4,Episode 9,donnel
Season 4,Episode 9,grenn
Season 4,Episode 9,donnel
Season 4,Episode 9,grenn
Season 4,Episode 9,all together
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,ygritte
Season 4,Episode 9,jon snow
Season 4,Episode 9,ygritte
Season 4,Episode 9,ygritte
Season 4,Episode 9,jon snow
Season 4,Episode 9,ygritte
Season 4,Episode 9,ed
Season 4,Episode 9,ed
Season 4,Episode 9,ed
Season 4,Episode 9,ed
Season 4,Episode 9,jon snow
Season 4,Episode 9,tormund
Season 4,Episode 9,jon snow
Season 4,Episode 9,tormund
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 9,jon snow
Season 4,Episode 9,sam
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,mance
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,mance
Season 4,Episode 10,mance
Season 4,Episode 10,jon snow
Season 4,Episode 10,mance
Season 4,Episode 10,mance
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,mance
Season 4,Episode 10,davos
Season 4,Episode 10,mance
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,mance
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,mance
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,davos
Season 4,Episode 10,jon snow
Season 4,Episode 10,davos
Season 4,Episode 10,jon snow
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,jon snow
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,jon snow
Season 4,Episode 10,stannis baratheon
Season 4,Episode 10,jon snow
Season 4,Episode 10,pycelle
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,pycelle
Season 4,Episode 10,qyburn
Season 4,Episode 10,pycelle
Season 4,Episode 10,qyburn
Season 4,Episode 10,pycelle
Season 4,Episode 10,qyburn
Season 4,Episode 10,pycelle
Season 4,Episode 10,qyburn
Season 4,Episode 10,pycelle
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,pycelle
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,qyburn
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,qyburn
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,qyburn
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,tywin lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,jaime lannister
Season 4,Episode 10,cersei lannister
Season 4,Episode 10,missandei
Season 4,Episode 10,fennesz
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,fennesz
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,fennesz
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,fennesz
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,fennesz
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,fennesz
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,fennesz
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,fennesz
Season 4,Episode 10,barristan
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,man
Season 4,Episode 10,missandei
Season 4,Episode 10,man
Season 4,Episode 10,missandei
Season 4,Episode 10,missandei
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,missandei
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,missandei
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,grey worm
Season 4,Episode 10,daenerys targaryen
Season 4,Episode 10,aemon
Season 4,Episode 10,all together
Season 4,Episode 10,aemon
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,tormund
Season 4,Episode 10,jon snow
Season 4,Episode 10,tormund
Season 4,Episode 10,meera
Season 4,Episode 10,jojen
Season 4,Episode 10,meera
Season 4,Episode 10,jojen
Season 4,Episode 10,bran stark
Season 4,Episode 10,meera
Season 4,Episode 10,bran stark
Season 4,Episode 10,meera
Season 4,Episode 10,hodor
Season 4,Episode 10,bran stark
Season 4,Episode 10,jojen
Season 4,Episode 10,girl
Season 4,Episode 10,girl
Season 4,Episode 10,jojen
Season 4,Episode 10,girl
Season 4,Episode 10,bran stark
Season 4,Episode 10,girl
Season 4,Episode 10,bran stark
Season 4,Episode 10,old man
Season 4,Episode 10,meera
Season 4,Episode 10,old man
Season 4,Episode 10,meera
Season 4,Episode 10,old man
Season 4,Episode 10,bran stark
Season 4,Episode 10,old man
Season 4,Episode 10,bran stark
Season 4,Episode 10,old man
Season 4,Episode 10,brienne
Season 4,Episode 10,podrick
Season 4,Episode 10,brienne
Season 4,Episode 10,podrick
Season 4,Episode 10,brienne
Season 4,Episode 10,podrick
Season 4,Episode 10,brienne
Season 4,Episode 10,arya stark
Season 4,Episode 10,brienne
Season 4,Episode 10,arya stark
Season 4,Episode 10,brienne
Season 4,Episode 10,arya stark
Season 4,Episode 10,brienne
Season 4,Episode 10,arya stark
Season 4,Episode 10,brienne
Season 4,Episode 10,arya stark
Season 4,Episode 10,brienne
Season 4,Episode 10,arya stark
Season 4,Episode 10,brienne
